0,0,0,0
0,0,0,0.04878
0,0,0,0.14872
0,0,0,0.35348
0,0,0,0.77298
0,0,0.042857,0
0,0,0.042857,0.04878
0,0,0.042857,0.14872
0,0,0.042857,0.35348
0,0,0.042857,0.77298
0,0,0.10933,0
0,0,0.10933,0.04878
0,0,0.10933,0.14872
0,0,0.10933,0.35348
0,0,0.10933,0.77298
0,0,0.21243,0
0,0,0.21243,0.04878
0,0,0.21243,0.14872
0,0,0.21243,0.35348
0,0,0.21243,0.77298
0,0,0.37234,0
0,0,0.37234,0.04878
0,0,0.37234,0.14872
0,0,0.37234,0.35348
0,0,0.62036,0
0,0,0.62036,0.04878
0,0,0.62036,0.14872
0,0,0.62036,0.35348
0,0.03913,0,0
0,0.03913,0,0.107
0,0.03913,0,0.32622
0,0.03913,0,0.77534
0,0.03913,0.042857,0
0,0.03913,0.042857,0.107
0,0.03913,0.042857,0.32622
0,0.03913,0.042857,0.77534
0,0.03913,0.10933,0
0,0.03913,0.10933,0.107
0,0.03913,0.10933,0.32622
0,0.03913,0.10933,0.77534
0,0.03913,0.21243,0
0,0.03913,0.21243,0.107
0,0.03913,0.21243,0.32622
0,0.03913,0.37234,0
0,0.03913,0.37234,0.107
0,0.03913,0.37234,0.32622
0,0.03913,0.62036,0
0,0.03913,0.62036,0.107
0,0.03913,0.62036,0.32622
0,0.10633,0,0
0,0.10633,0,0.20698
0,0.10633,0,0.63105
0,0.10633,0.042857,0
0,0.10633,0.042857,0.20698
0,0.10633,0.042857,0.63105
0,0.10633,0.10933,0
0,0.10633,0.10933,0.20698
0,0.10633,0.10933,0.63105
0,0.10633,0.21243,0
0,0.10633,0.21243,0.20698
0,0.10633,0.21243,0.63105
0,0.10633,0.37234,0
0,0.10633,0.37234,0.20698
0,0.10633,0.62036,0
0,0.10633,0.62036,0.20698
0,0.22175,0,0
0,0.22175,0,0.37869
0,0.22175,0.042857,0
0,0.22175,0.042857,0.37869
0,0.22175,0.10933,0
0,0.22175,0.10933,0.37869
0,0.22175,0.21243,0
0,0.22175,0.21243,0.37869
0,0.22175,0.37234,0
0,0.22175,0.37234,0.37869
0,0.22175,0.62036,0
0,0.41995,0,0
0,0.41995,0.042857,0
0,0.41995,0.10933,0
0,0.41995,0.21243,0
0,0.41995,0.37234,0
0,0.76036,0,0
0,0.76036,0.042857,0
0,0.76036,0.10933,0
0,0.76036,0.21243,0
